cust_id,age,gender,account_type,mob,state,"wallet_segment(15,50,+)",avg_monthly_balance,avg_monthly_spend,total_balance,credit_score,invested_products
21311,27,Male,Checking,41,LS,MW,100,110,-120,>=740,4
21312,55,Male,Checking,9,FL,HW,22690,31327,-8637,>=740,2
21313,39,Male,Checking,47,MN,MW,6555,4285,6810,>=620 & <670,3
21314,19,Female,Checking,50,NJ,MW,12709,9050,-10782,>=620 & <670,1
21315,43,Male,Investment,35,CA,MW,80152,64753,351406,>=620 & <670,0
21316,21,Male,Saving,56,FL,MW,40622,34992,208740,>=740,1
21317,33,Male,Checking,3,MS,HW,53286,77877,-204936,>=740,3
21318,24,Male,Investment,58,FL,LW,50616,58654,-74730,>=670 & <740,0
21319,30,Male,Investment,1,WS,MW,27478,39883,2668,>=740,0
21320,42,Female,Checking,44,NE,MW,19007,13187,24827,>=620 & <670,4
21321,38,Female,Checking,70,NE,HW,36223,48885,119568,>=740,0
21322,61,Female,Checking,50,MS,MW,34211,22397,35442,>=740,5
21323,47,Male,Investment,94,NE,LW,15779,19307,-61449,>=670 & <740,4
21324,28,Male,Investment,2,TX,HW,33246,41952,-17412,>=670 & <740,1
21325,46,Female,Saving,6,MS,LW,12341,13622,-5124,>=740,1
21326,72,Male,Checking,95,KT,LW,25713,31125,123153,>=670 & <740,1
21327,55,Male,Checking,44,NE,HW,21617,28430,7991,>=740,0
21328,38,Male,Saving,53,KT,LW,100,100,400,>=670 & <740,5
21329,70,Female,Checking,49,CA,LW,100,124,104,>=670 & <740,5
21330,75,Male,Investment,55,MN,HW,6523,4892,-6522,>=620 & <670,4
21331,62,Female,Checking,12,CA,HW,75102,64679,10423,>=620 & <670,2
21332,75,Male,Checking,56,MN,MW,22257,14987,59054,>=620 & <670,3
21333,29,Male,Saving,30,CA,HW,49399,43839,153757,>=670 & <740,1
21334,49,Male,Saving,99,TX,LW,100,109,-136,>=740,0
21335,21,Female,Checking,43,LS,HW,4792,3207,-3244,>=740,2
21336,71,Female,Saving,75,KT,HW,100,147,-47,>=740,2
21337,25,Female,Investment,97,FL,MW,24942,34393,80866,>=670 & <740,4
21338,31,Female,Investment,36,TX,HW,90548,100067,-128624,>=740,2
21339,42,Male,Saving,2,KT,HW,41505,52379,-10874,>=670 & <740,4
21340,47,Female,Saving,57,MN,MW,72390,46215,150915,>=670 & <740,2
21341,22,Male,Checking,25,NE,HW,23639,28489,-43039,>=670 & <740,3
21342,22,Female,Saving,80,NE,MW,64121,66342,-70784,>=740,3
21343,55,Female,Saving,5,TX,HW,81831,65845,261479,>=620 & <670,3
21344,71,Female,Saving,36,CA,MW,27265,28826,51408,>=740,5
21345,47,Female,Saving,16,MN,LW,16518,14015,85093,>=620 & <670,3
21346,51,Female,Saving,13,FL,LW,100,122,56,>=620 & <670,3
21347,71,Male,Checking,36,NJ,MW,22273,30201,50963,>=740,3
21348,72,Female,Saving,30,KT,MW,32047,46534,-43461,>=740,2
21349,23,Female,Investment,11,LS,LW,80773,119523,-155000,>=740,2
21350,24,Male,Investment,43,MS,HW,100,112,52,>=670 & <740,1
21351,43,Male,Checking,91,CA,LW,31491,45522,-14031,>=740,5
21352,19,Female,Checking,98,NJ,MW,100,82,336,>=740,4
21353,29,Female,Investment,65,MN,HW,19330,21062,-64918,>=620 & <670,3
21354,31,Female,Saving,18,WS,LW,37784,45194,-22230,>=740,4
21355,38,Male,Checking,20,TX,LW,42814,54803,18836,>=620 & <670,0
21356,42,Male,Checking,86,KT,HW,44725,66417,24374,>=620 & <670,5
21357,65,Male,Checking,26,KT,MW,39935,45624,193986,>=740,4
21358,65,Male,Investment,50,FL,LW,44510,63546,-146128,>=740,4
21359,31,Female,Checking,23,WS,HW,31143,37405,112048,>=670 & <740,3
21360,33,Female,Saving,29,NJ,HW,3803,3638,660,>=620 & <670,3
21361,53,Male,Checking,100,MS,MW,100,117,-134,>=620 & <670,5
21362,55,Female,Investment,35,LS,MW,16332,22341,-6009,>=740,0
21363,38,Male,Investment,84,MS,LW,26634,39946,-53248,>=740,3
21364,29,Female,Saving,55,KT,HW,61348,70554,42936,>=620 & <670,1
21365,30,Female,Saving,46,TX,LW,27484,35750,30170,>=670 & <740,2
21366,69,Female,Checking,12,NJ,LW,25085,34099,16071,>=620 & <670,1
21367,23,Male,Saving,80,MN,MW,39638,57452,122924,>=670 & <740,4
21368,72,Male,Saving,54,NJ,MW,23249,17913,44593,>=620 & <670,4
21369,42,Female,Checking,8,LS,MW,50263,37695,113094,>=740,2
21370,45,Female,Investment,28,NE,MW,79483,94506,-30046,>=670 & <740,4
21371,34,Male,Checking,51,FL,MW,84769,124653,-119652,>=740,4
21372,64,Male,Checking,39,NJ,HW,32426,22286,127698,>=670 & <740,3
21373,56,Female,Investment,77,CA,HW,38422,37476,-74006,>=740,3
21374,25,Female,Saving,10,MN,MW,69471,95441,-34409,>=740,2
21375,20,Female,Checking,53,LS,HW,26250,24633,58968,>=740,2
21376,42,Female,Saving,92,TX,MW,46979,34506,200389,>=740,0
21377,57,Female,Checking,81,MN,HW,1620,1487,266,>=620 & <670,1
21378,55,Male,Saving,23,FL,MW,22229,13657,56517,>=740,4
21379,51,Female,Saving,27,NE,HW,58902,44234,-73800,>=740,4
21380,46,Female,Investment,21,FL,LW,12045,11388,49494,>=620 & <670,4
21381,75,Male,Checking,63,KT,LW,26798,26124,-50900,>=740,0
21382,42,Male,Checking,61,MS,MW,100,129,-16,>=620 & <670,1
21383,57,Female,Checking,60,NJ,MW,80144,64159,96129,>=670 & <740,3
21384,59,Male,Checking,33,MN,LW,61575,68664,-213081,>=670 & <740,1
21385,62,Female,Investment,17,CA,HW,34702,31612,6180,>=670 & <740,3
21386,75,Female,Investment,75,MN,HW,42687,31289,-19891,>=740,2
21387,31,Female,Saving,82,KT,LW,39897,34406,165079,>=740,2
21388,55,Male,Investment,42,NE,LW,64607,63514,68979,>=740,0
21389,26,Female,Investment,39,LS,HW,17029,18686,-23657,>=620 & <670,2
21390,26,Female,Saving,86,NE,MW,48306,35566,134832,>=620 & <670,5
21391,31,Female,Investment,90,MS,LW,56935,80623,19118,>=740,2
21392,29,Female,Investment,38,KT,MW,60383,72072,97388,>=620 & <670,4
21393,66,Female,Investment,33,CA,MW,100,78,322,>=740,0
21394,60,Male,Saving,13,NJ,HW,15018,16444,-50758,>=670 & <740,2
21395,50,Male,Checking,91,NJ,HW,4520,3625,3580,>=670 & <740,3
21396,28,Female,Investment,53,NJ,HW,33739,25151,109805,>=740,5
21397,25,Male,Checking,11,MN,LW,100,126,222,>=740,4
21398,25,Female,Investment,58,KT,MW,100,127,-81,>=740,2
21399,31,Female,Checking,67,FL,HW,84252,54662,4518,>=670 & <740,5
21400,29,Female,Checking,3,TX,MW,45442,28551,124666,>=740,2
21401,58,Female,Saving,9,CA,MW,33025,41395,-25110,>=620 & <670,3
21402,43,Female,Saving,60,WS,HW,39091,28597,177352,>=670 & <740,4
21403,31,Female,Saving,74,NJ,MW,33658,40561,53510,>=740,4
21404,70,Female,Investment,72,CA,MW,54933,56495,160113,>=740,1
21405,43,Female,Investment,51,TX,HW,14188,14916,-31288,>=620 & <670,0
21406,35,Male,Saving,50,NJ,LW,34665,26593,-71707,>=670 & <740,1
21407,64,Female,Checking,49,MS,HW,35685,27817,15736,>=740,4
21408,20,Male,Saving,36,TX,MW,3828,4493,-5823,>=740,2
21409,69,Male,Investment,52,TX,HW,61924,68270,166734,>=670 & <740,2
21410,36,Female,Checking,42,WS,LW,18858,21101,73189,>=740,1
21411,36,Male,Checking,13,NJ,HW,55435,50452,-90938,>=740,4
21412,53,Female,Checking,37,NJ,MW,32872,32356,-64196,>=740,3
21413,66,Male,Saving,20,MN,HW,70839,59305,164746,>=740,2
21414,28,Male,Saving,19,FL,MW,3965,2478,5452,>=620 & <670,1
21415,31,Male,Checking,61,KT,LW,2881,2908,-81,>=740,2
21416,37,Male,Investment,80,MN,MW,7357,10503,-24152,>=740,4
21417,57,Male,Checking,27,MS,MW,33332,28709,171283,>=670 & <740,1
21418,52,Female,Saving,84,FL,LW,68536,75475,-20817,>=670 & <740,4
21419,51,Female,Checking,28,CA,MW,69827,56836,248454,>=740,3
21420,74,Male,Checking,85,NE,HW,100,101,197,>=620 & <670,3
21421,43,Female,Investment,79,KT,MW,36242,35481,-33959,>=670 & <740,4
21422,22,Female,Checking,34,MN,HW,100,75,-200,>=740,2
21423,64,Female,Saving,24,CA,HW,49875,40398,178056,>=740,3
21424,18,Female,Saving,94,CA,LW,57954,56149,291575,>=740,1
21425,66,Female,Saving,27,NE,LW,28993,43298,-57220,>=620 & <670,4
21426,52,Female,Checking,31,CA,MW,32099,24134,23895,>=740,5
21427,25,Female,Checking,94,KT,LW,31840,36139,123061,>=740,1
21428,36,Male,Checking,90,MN,LW,10388,10150,238,>=740,4
21429,31,Male,Saving,2,FL,MW,40792,39545,42039,>=670 & <740,4
21430,26,Female,Checking,13,NJ,HW,24214,23968,738,>=740,3
21431,50,Male,Checking,47,NE,LW,53257,78913,108459,>=670 & <740,5
21432,40,Male,Checking,22,NE,LW,27159,16804,102187,>=740,4
21433,47,Male,Saving,11,NE,MW,8474,6685,15630,>=620 & <670,0
21434,74,Male,Investment,35,MN,HW,100,91,509,>=740,2
21435,74,Male,Checking,31,CA,LW,100,123,477,>=740,4
21436,75,Male,Saving,91,WS,MW,62812,59585,66039,>=740,0
21437,34,Female,Checking,73,CA,MW,18555,19050,16575,>=740,3
21438,49,Female,Investment,56,FL,MW,38464,23322,160818,>=740,1
21439,19,Male,Checking,92,LS,LW,74580,72438,76722,>=670 & <740,2
21440,51,Male,Checking,2,LS,HW,15929,14069,5580,>=670 & <740,5
21441,65,Male,Saving,20,KT,MW,14313,20980,29605,>=740,5
21442,20,Male,Saving,52,NJ,HW,26695,31047,9287,>=740,4
21443,43,Male,Checking,19,TX,HW,30735,27217,-50916,>=670 & <740,4
21444,46,Female,Checking,27,FL,MW,77188,115411,193341,>=670 & <740,1
21445,18,Female,Saving,21,MS,HW,69145,101666,-134187,>=670 & <740,0
21446,59,Female,Saving,88,LS,HW,45521,34152,204822,>=670 & <740,3
21447,28,Male,Checking,38,FL,MW,66235,89898,108807,>=740,5
21448,27,Female,Checking,78,NE,LW,25544,25546,-4,>=670 & <740,1
21449,63,Female,Saving,64,NE,MW,37479,32953,-94333,>=740,4
21450,31,Female,Investment,90,TX,MW,22462,14913,97397,>=740,4
21451,65,Male,Investment,16,WS,MW,100,117,-51,>=740,4
21452,72,Female,Saving,74,WS,HW,60096,54862,15702,>=740,2
21453,29,Female,Checking,71,KT,LW,43292,27715,-12138,>=670 & <740,4
21454,53,Female,Investment,1,LS,MW,30451,22832,106591,>=740,3
21455,58,Female,Investment,47,TX,MW,29938,41522,-16398,>=670 & <740,5
21456,20,Female,Saving,29,LS,LW,100,107,-14,>=620 & <670,5
21457,55,Male,Investment,65,CA,LW,5563,5075,1464,>=740,3
21458,72,Male,Saving,16,MS,HW,38403,47996,105616,>=740,4
21459,66,Female,Checking,33,NE,LW,16772,14786,3972,>=620 & <670,1
21460,28,Female,Investment,100,NE,MW,24557,20370,-16183,>=620 & <670,1
21461,42,Female,Saving,24,MN,HW,27383,30219,-2836,>=740,3
21462,55,Female,Checking,53,LS,LW,12938,12672,-24812,>=670 & <740,1
21463,50,Female,Checking,18,WS,MW,5802,8032,-4460,>=740,5
21464,51,Male,Saving,76,CA,LW,100,142,-468,>=670 & <740,3
21465,70,Female,Checking,36,FL,HW,26337,31622,42104,>=670 & <740,4
21466,35,Female,Saving,56,NE,HW,45465,55933,49058,>=740,1
21467,42,Male,Investment,100,TX,LW,100,131,469,>=740,1
21468,54,Male,Investment,98,NE,LW,29398,39304,97780,>=670 & <740,4
21469,44,Female,Investment,31,KT,HW,37028,22988,130216,>=620 & <670,0
21470,64,Female,Investment,20,TX,MW,5260,6952,-10336,>=740,3
21471,64,Male,Checking,72,KT,HW,65553,39971,167881,>=620 & <670,1
21472,34,Male,Investment,3,FL,MW,20357,22256,33118,>=740,5
21473,26,Male,Investment,39,NE,LW,27468,27140,28780,>=620 & <670,1
21474,61,Female,Saving,4,TX,HW,25968,22712,61704,>=740,1
21475,66,Male,Checking,67,CA,LW,100,115,270,>=620 & <670,2
21476,25,Male,Saving,59,NJ,HW,55218,57343,-6375,>=620 & <670,0
21477,50,Female,Checking,57,CA,LW,6112,4212,16024,>=670 & <740,4
21478,54,Male,Saving,17,WS,MW,24086,33114,54202,>=740,0
21479,30,Female,Investment,88,LS,MW,44941,52742,74280,>=670 & <740,0
21480,70,Male,Saving,45,KT,LW,66522,62390,74786,>=740,4
21481,23,Male,Investment,5,MN,MW,3001,3189,-6754,>=620 & <670,4
21482,20,Male,Investment,7,LS,LW,18837,11945,51458,>=740,1
21483,20,Female,Checking,27,NE,MW,64560,66943,-69326,>=740,0
21484,67,Male,Saving,71,LS,HW,41592,60299,27063,>=670 & <740,3
21485,53,Female,Checking,95,KT,LW,46779,63966,-68748,>=740,3
21486,73,Male,Investment,17,NJ,HW,3721,2991,8172,>=670 & <740,3
21487,43,Male,Investment,48,NJ,MW,20519,29882,-18726,>=620 & <670,0
21488,70,Female,Investment,40,CA,HW,25804,36447,-21286,>=670 & <740,1
21489,46,Male,Checking,98,NJ,LW,8552,8585,34175,>=740,5
21490,28,Female,Investment,24,TX,LW,100,121,237,>=740,3
21491,20,Male,Investment,39,CA,LW,17237,12436,56512,>=620 & <670,5
21492,48,Male,Saving,19,NJ,MW,63857,43642,60645,>=740,5
21493,71,Female,Investment,53,KT,MW,31479,33084,-6420,>=670 & <740,5
21494,60,Female,Saving,36,MS,MW,64357,89355,78718,>=670 & <740,4
21495,45,Female,Saving,19,CA,LW,34475,23832,90236,>=620 & <670,1
21496,32,Female,Checking,97,CA,MW,10882,7179,40052,>=740,0
21497,29,Female,Checking,86,LS,MW,61940,48594,88632,>=670 & <740,3
21498,32,Female,Checking,87,CA,HW,35308,33319,107913,>=740,4
21499,44,Male,Investment,12,NJ,HW,54045,60461,88842,>=670 & <740,0
21500,24,Male,Checking,60,FL,LW,3291,4168,15578,>=620 & <670,4
21501,29,Female,Investment,46,MN,MW,55968,58525,-7671,>=740,5
21502,50,Female,Saving,88,MN,LW,56722,70634,14986,>=670 & <740,0
21503,40,Female,Saving,35,LS,MW,37244,40011,-45545,>=670 & <740,1
21504,20,Male,Investment,71,MS,HW,9826,10121,29183,>=620 & <670,1
21505,27,Female,Checking,71,MN,LW,28849,30975,-64076,>=740,3
21506,27,Male,Checking,39,LS,HW,45282,28562,95442,>=740,3
21507,33,Male,Checking,19,MS,LW,35864,22149,121307,>=620 & <670,2
21508,50,Male,Checking,20,WS,LW,45027,52392,15567,>=740,3
21509,28,Male,Saving,83,NJ,MW,55306,56216,109702,>=670 & <740,2
21510,25,Male,Saving,58,NE,HW,13788,10316,-17160,>=670 & <740,4
21511,43,Female,Saving,92,WS,MW,1123,1416,3076,>=740,5
21512,31,Female,Checking,47,CA,LW,29061,36090,-28116,>=740,3
21513,37,Female,Checking,39,CA,MW,21756,18065,32829,>=620 & <670,1
21514,74,Male,Saving,46,NE,LW,49646,34515,-4253,>=740,1
21515,60,Female,Saving,31,LS,LW,3137,4409,-679,>=670 & <740,0
21516,50,Female,Investment,6,FL,LW,55509,60284,152202,>=740,1
21517,21,Male,Checking,35,KT,HW,63840,53408,-22112,>=670 & <740,2
21518,35,Male,Investment,99,CA,MW,30007,35889,-41771,>=740,2
21519,47,Male,Investment,20,NE,MW,31518,44028,-81558,>=740,3
21520,32,Female,Saving,26,LS,HW,10811,14996,-27551,>=620 & <670,3
21521,19,Male,Investment,36,LS,MW,16433,16239,-48523,>=670 & <740,1
21522,71,Male,Saving,34,CA,MW,19791,19991,-60173,>=740,1
21523,58,Female,Saving,22,MS,MW,66073,50751,-4785,>=740,1
21524,58,Male,Investment,60,WS,HW,28203,37865,-47527,>=670 & <740,4
21525,27,Female,Checking,28,MN,LW,100,74,178,>=740,0
21526,39,Female,Checking,33,TX,HW,36383,48667,24099,>=620 & <670,3
21527,29,Female,Saving,31,LS,LW,50657,67950,-153193,>=740,5
21528,55,Female,Investment,73,WS,HW,29364,41825,-137936,>=740,4
21529,25,Female,Checking,27,MN,MW,66730,75504,173868,>=670 & <740,4
21530,42,Male,Investment,37,NJ,HW,49437,42511,112726,>=740,3
21531,31,Male,Investment,39,WS,MW,3771,5247,6885,>=620 & <670,1
21532,33,Female,Checking,26,MN,MW,16214,13853,51003,>=620 & <670,5
21533,22,Female,Investment,58,MN,LW,35655,25247,5977,>=740,2
21534,56,Female,Investment,69,TX,MW,100,112,-348,>=740,1
21535,56,Female,Checking,34,MN,LW,38408,44026,32790,>=740,5
21536,50,Male,Investment,63,LS,MW,100,99,402,>=670 & <740,2
21537,59,Female,Checking,44,TX,MW,55585,75311,-245659,>=670 & <740,3
21538,75,Male,Saving,66,TX,LW,52681,66933,-162370,>=620 & <670,4
21539,44,Female,Saving,50,WS,MW,42619,47506,-9774,>=740,2
21540,65,Female,Checking,73,NJ,MW,13103,15807,-37022,>=620 & <670,4
21541,38,Male,Saving,96,LS,LW,34255,36072,-1817,>=620 & <670,3
21542,41,Female,Saving,78,MS,HW,17165,15020,55785,>=740,4
21543,42,Female,Saving,8,MS,LW,4229,5276,3182,>=670 & <740,5
21544,26,Female,Saving,33,KT,MW,21531,30966,-37740,>=740,5
21545,49,Male,Investment,9,LS,MW,47456,53904,-168160,>=740,3
21546,66,Female,Checking,76,CA,MW,31095,27900,3195,>=740,3
21547,51,Male,Checking,34,WS,HW,66267,95742,-58950,>=670 & <740,1
21548,57,Female,Checking,4,NJ,HW,49144,71041,-87588,>=670 & <740,2
21549,50,Male,Investment,19,WS,MW,46467,66938,-81884,>=670 & <740,1
21550,69,Male,Saving,74,CA,MW,100,129,471,>=670 & <740,0
21551,68,Female,Investment,86,TX,HW,22871,13893,95547,>=740,0
21552,53,Male,Saving,52,MN,MW,3390,3441,6729,>=740,5
21553,57,Female,Checking,12,KT,MW,25424,37705,-11419,>=670 & <740,0
21554,61,Female,Saving,23,LS,HW,12668,15535,-8601,>=740,3
21555,66,Female,Checking,8,MN,MW,20559,26122,76673,>=740,5
21556,37,Male,Saving,76,KT,MW,56529,80808,40221,>=620 & <670,0
21557,61,Male,Checking,38,NJ,HW,41881,46427,158432,>=670 & <740,0
21558,30,Male,Checking,18,NE,HW,55177,68691,124989,>=740,5
21559,57,Female,Investment,63,MN,LW,100,142,-368,>=670 & <740,0
21560,38,Female,Checking,90,KT,MW,31449,45016,8630,>=670 & <740,1
21561,36,Female,Investment,71,MS,HW,54167,42016,198954,>=740,2
21562,56,Female,Checking,37,CA,HW,67657,97701,37613,>=740,5
21563,49,Female,Investment,15,MS,MW,100,120,80,>=740,5
21564,28,Male,Checking,89,MS,MW,21212,24283,54423,>=620 & <670,4
21565,72,Male,Saving,74,NE,MW,55855,43344,124221,>=670 & <740,1
21566,52,Female,Saving,4,WS,HW,25193,23710,-20744,>=740,0
21567,71,Male,Checking,72,NE,LW,7239,6711,16062,>=670 & <740,1
21568,36,Male,Saving,49,KT,HW,100,122,-166,>=670 & <740,0
21569,42,Male,Investment,17,CA,HW,6282,7667,-11822,>=620 & <670,4
21570,32,Male,Investment,8,WS,LW,100,126,-152,>=670 & <740,2
21571,25,Male,Saving,84,TX,HW,31461,22239,9222,>=620 & <670,5
21572,65,Female,Checking,32,LS,MW,52407,60534,193374,>=740,1
21573,58,Male,Saving,55,MN,HW,100,78,-12,>=620 & <670,3
21574,27,Male,Saving,26,MN,MW,36443,50413,-27940,>=740,0
21575,18,Male,Investment,22,NJ,MW,51131,31690,70572,>=740,3
21576,69,Female,Investment,31,LS,HW,29932,22994,13876,>=740,0
21577,43,Female,Checking,66,TX,HW,100,93,114,>=740,2
21578,32,Female,Investment,17,KT,MW,39655,31649,55667,>=620 & <670,5
21579,72,Male,Checking,96,NJ,HW,28633,35403,-27080,>=740,3
21580,40,Male,Investment,14,TX,LW,26087,16590,64075,>=670 & <740,4
21581,72,Female,Checking,81,KT,HW,16329,22788,-12918,>=740,2
21582,53,Female,Investment,64,WS,MW,32169,20410,76097,>=620 & <670,0
21583,40,Male,Investment,67,WS,LW,42745,31134,139846,>=670 & <740,0
21584,34,Female,Checking,93,CA,MW,89766,73913,63412,>=740,5
21585,18,Female,Investment,31,TX,LW,32808,24820,-33664,>=670 & <740,1
21586,64,Female,Investment,16,CA,MW,67778,59417,76139,>=620 & <670,5
21587,22,Male,Saving,10,NE,LW,38943,24157,137030,>=740,0
21588,37,Male,Saving,3,WS,MW,27511,41081,-40710,>=740,1
21589,28,Female,Checking,12,MS,LW,33713,34989,99863,>=740,5
21590,36,Male,Checking,80,FL,HW,100,67,232,>=740,5
21591,57,Male,Checking,96,TX,HW,37646,50113,-125160,>=740,0
21592,44,Female,Saving,27,NE,LW,100,97,-91,>=670 & <740,5
21593,51,Male,Saving,61,LS,MW,8433,8882,-898,>=740,0
21594,73,Female,Investment,77,NJ,HW,32746,20663,-17160,>=670 & <740,5
21595,52,Female,Checking,68,NE,MW,59849,70792,27020,>=740,1
21596,21,Female,Saving,32,CA,MW,65765,63469,331121,>=740,3
21597,32,Male,Saving,100,TX,LW,24086,22240,53710,>=740,1
21598,49,Male,Checking,36,KT,MW,33892,37986,21610,>=740,4
21599,36,Male,Checking,6,WS,LW,54609,61493,150059,>=740,2
21600,30,Female,Saving,61,MN,MW,100,85,415,>=740,5
21601,50,Male,Saving,50,NJ,MW,40118,30546,-41948,>=620 & <670,2
21602,30,Male,Saving,71,TX,LW,9302,9997,26516,>=740,3
21603,31,Female,Checking,39,MS,MW,25704,34509,50697,>=740,3
21604,18,Female,Checking,43,LS,MW,18524,11506,32560,>=620 & <670,0
21605,41,Female,Investment,93,NE,MW,40883,45644,62722,>=740,5
21606,33,Male,Saving,1,KT,MW,43757,39229,-69402,>=740,4
21607,56,Male,Saving,14,KT,HW,52276,56359,-12249,>=740,3
21608,28,Male,Checking,90,LS,MW,38704,51639,-101,>=620 & <670,5
21609,32,Male,Investment,64,FL,MW,34291,22267,104654,>=740,2
21610,41,Female,Checking,51,CA,MW,76350,92443,-108536,>=740,1
21611,40,Male,Investment,18,NJ,HW,100,65,335,>=740,2
21612,32,Female,Checking,40,MN,LW,72390,65949,368391,>=740,4
21613,46,Male,Checking,64,MS,LW,22754,18608,-10316,>=670 & <740,5
21614,58,Female,Checking,31,NJ,HW,44272,33542,76462,>=740,4
21615,32,Male,Saving,58,NJ,HW,21858,19238,73434,>=740,1
21616,29,Female,Investment,78,MS,LW,12436,9380,-12648,>=740,1
21617,74,Male,Checking,9,TX,MW,42114,39466,-115750,>=670 & <740,2
21618,25,Female,Investment,71,FL,MW,56053,37956,130203,>=670 & <740,0
21619,32,Female,Checking,47,MS,LW,41825,51992,-62159,>=620 & <670,1
21620,45,Female,Investment,52,NE,LW,16447,14234,68001,>=670 & <740,4
21621,34,Female,Checking,68,TX,MW,120283,148347,212502,>=740,4
21622,71,Male,Investment,45,TX,LW,59964,45624,177288,>=740,0
21623,59,Female,Checking,57,NJ,MW,53333,67281,-41844,>=740,1
21624,20,Male,Saving,73,NE,LW,21175,17993,87882,>=670 & <740,1
21625,61,Female,Checking,87,KT,HW,14370,15008,11818,>=670 & <740,0
21626,49,Female,Investment,86,MS,MW,23004,18449,27559,>=670 & <740,5
21627,74,Male,Investment,53,MS,MW,57035,64102,-21201,>=740,3
21628,51,Female,Checking,72,NJ,HW,5234,5411,15171,>=740,2
21629,74,Female,Checking,67,TX,LW,3294,2199,5484,>=740,4
21630,67,Male,Checking,5,NJ,LW,43488,58193,202735,>=670 & <740,1
21631,57,Female,Investment,43,TX,HW,37979,40481,-10008,>=620 & <670,0
21632,62,Female,Investment,1,CA,LW,10742,12548,-26902,>=620 & <670,5
21633,24,Male,Checking,18,MS,HW,2719,3997,-5275,>=740,5
21634,20,Female,Investment,74,WS,HW,65947,50179,129019,>=670 & <740,0
21635,72,Female,Checking,89,TX,MW,38925,32735,-92015,>=740,5
21636,67,Male,Saving,88,CA,MW,100,113,261,>=740,5
21637,57,Female,Investment,73,WS,MW,100,64,72,>=620 & <670,5
21638,46,Male,Investment,8,FL,LW,20962,19682,85128,>=740,0
21639,68,Male,Investment,43,MS,MW,48321,63255,36906,>=620 & <670,0
21640,61,Female,Checking,23,NJ,MW,44875,43442,91183,>=670 & <740,5
21641,44,Male,Saving,70,KT,MW,58291,54376,186618,>=740,0
21642,21,Male,Saving,23,MN,MW,100,118,382,>=620 & <670,0
21643,75,Female,Saving,12,MS,MW,35596,34411,109158,>=740,1
21644,41,Female,Investment,96,NE,MW,65647,83554,11926,>=740,2
21645,46,Male,Saving,8,KT,LW,63320,50306,102362,>=670 & <740,0
21646,23,Female,Saving,54,MS,LW,38972,55531,-33118,>=740,4
21647,39,Male,Investment,28,KT,HW,88700,121034,-218036,>=620 & <670,2
21648,22,Female,Saving,62,FL,MW,45232,66245,-129284,>=740,1
21649,28,Male,Saving,32,NE,HW,56068,48870,189798,>=620 & <670,2
21650,75,Male,Saving,24,FL,MW,31111,32173,-33235,>=670 & <740,5
21651,18,Female,Saving,49,NJ,MW,10475,7723,23702,>=620 & <670,2
21652,37,Female,Investment,83,FL,HW,8119,11485,6140,>=740,4
21653,69,Male,Checking,10,NJ,HW,34540,41499,-62376,>=740,1
21654,71,Female,Saving,15,KT,LW,24712,17142,7570,>=740,0
21655,50,Female,Checking,2,KT,MW,100,98,-92,>=740,0
21656,30,Male,Saving,96,WS,HW,4355,3378,9687,>=740,2
21657,53,Female,Investment,91,LS,HW,22039,28221,-62624,>=620 & <670,5
21658,52,Female,Investment,6,KT,HW,48181,57402,-85065,>=620 & <670,1
21659,67,Male,Investment,28,FL,HW,29598,43809,46161,>=670 & <740,0
21660,21,Male,Investment,60,KT,LW,28198,31759,13954,>=740,5
21661,52,Female,Saving,26,MN,MW,5327,4572,6837,>=740,5
21662,73,Female,Checking,58,NE,MW,30579,41290,19868,>=670 & <740,0
21663,62,Male,Saving,39,NE,HW,62977,94230,-187989,>=740,5
21664,66,Male,Investment,42,TX,MW,33889,46113,43330,>=620 & <670,1
21665,58,Male,Checking,30,WS,HW,100,146,208,>=740,1
21666,48,Female,Investment,44,TX,MW,100,120,160,>=740,2
21667,69,Male,Checking,74,LS,LW,44719,64278,159317,>=740,2
21668,66,Male,Checking,47,TX,LW,24392,32718,40458,>=670 & <740,2
21669,73,Male,Investment,87,KT,LW,28135,27467,57606,>=740,0
21670,20,Female,Checking,72,MN,MW,14681,15880,13482,>=620 & <670,3
21671,64,Male,Checking,89,WS,MW,42585,36720,-19125,>=670 & <740,5
21672,19,Male,Investment,25,KT,HW,22477,22460,89942,>=740,1
21673,43,Male,Saving,91,LS,MW,25334,24231,4412,>=670 & <740,2
21674,36,Female,Checking,76,KT,MW,8719,6130,-15801,>=740,0
21675,69,Male,Checking,6,TX,LW,53042,74097,-95152,>=740,0
21676,26,Male,Checking,84,NE,LW,24471,25575,44526,>=740,4
21677,70,Male,Investment,22,NJ,LW,45197,63704,80070,>=670 & <740,2
21678,54,Male,Saving,71,FL,LW,160,191,-222,>=670 & <740,5
21679,75,Female,Saving,91,LS,MW,73347,79733,-86119,>=670 & <740,3
21680,73,Female,Saving,48,NJ,MW,61934,57334,199602,>=740,1
21681,53,Female,Saving,48,TX,HW,100,140,160,>=670 & <740,0
21682,46,Male,Saving,33,LS,HW,9951,8476,2950,>=620 & <670,0
21683,69,Male,Saving,63,MS,HW,41940,38556,-31788,>=740,2
21684,62,Female,Saving,8,MN,HW,100,107,293,>=740,5
21685,43,Female,Investment,85,WS,MW,26710,18284,35136,>=670 & <740,3
